TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
T02806,2023-09-02,Laptop,Electronics,East,Online,8,20141,161128,UPI,C02463
T02807,2024-09-24,Monitor,Accessories,South,Online,1,27641,27641,UPI,C00030
T02808,2023-10-09,Headphones,Electronics,East,Offline,9,14769,132921,Credit Card,C00158
T02809,2023-09-07,Keyboard,Accessories,South,Online,8,14265,114120,Credit Card,C01434
T02810,2023-10-13,Mobile,Electronics,East,Online,7,26871,188097,Net Banking,C02934
T02811,2023-02-19,Tablet,Electronics,South,Online,10,9217,92170,Cash,C00224
T02812,2023-09-23,Laptop,Accessories,West,Offline,2,50494,100988,UPI,C02390
T02813,2024-05-28,Mobile,Electronics,West,Offline,8,66844,534752,Net Banking,C01543
T02814,2023-08-27,Tablet,Electronics,East,Online,6,21727,130362,Cash,C01199
T02815,2024-03-13,Headphones,Accessories,West,Offline,10,22634,226340,Cash,C00376
T02816,2023-01-28,Monitor,Accessories,West,Offline,3,18002,54006,Credit Card,C02299
T02817,2024-10-10,Mouse,Electronics,West,Offline,8,38020,304160,UPI,C01602
T02818,2023-04-16,Printer,Electronics,North,Offline,5,56138,280690,Cash,C02159
T02819,2024-06-23,Laptop,Electronics,East,Online,7,56255,393785,UPI,C00567
T02820,2023-09-21,Laptop,Accessories,West,Offline,2,68543,137086,UPI,C00841
T02821,2024-03-30,Laptop,Accessories,North,Online,4,20523,82092,Cash,C01392
T02822,2024-06-21,Keyboard,Accessories,South,Online,3,64920,194760,Credit Card,C00944
T02823,2023-08-13,Monitor,Electronics,North,Online,9,18496,166464,Credit Card,C01451
T02824,2023-08-12,Mobile,Electronics,West,Online,4,14145,56580,UPI,C01414
T02825,2024-11-08,Keyboard,Accessories,North,Offline,9,4242,38178,UPI,C02997
T02826,2023-04-06,Printer,Electronics,West,Offline,8,47286,378288,Net Banking,C00569
T02827,2024-10-29,Monitor,Accessories,West,Offline,1,5167,5167,Cash,C00189
T02828,2023-06-26,Headphones,Accessories,West,Online,4,55415,221660,Cash,C02015
T02829,2024-03-11,Headphones,Electronics,West,Offline,4,73325,293300,Net Banking,C00163
T02830,2024-11-08,Tablet,Electronics,East,Offline,3,67404,202212,Cash,C00114
T02831,2023-02-25,Laptop,Electronics,South,Offline,7,20372,142604,Cash,C02440
T02832,2023-11-09,Printer,Accessories,South,Offline,2,78187,156374,Credit Card,C00692
T02833,2024-12-08,Mouse,Electronics,South,Online,6,67299,403794,Credit Card,C01693
T02834,2023-04-21,Laptop,Accessories,South,Offline,10,53666,536660,Credit Card,C01788
T02835,2023-12-20,Headphones,Electronics,East,Offline,5,64255,321275,UPI,C02659
T02836,2024-04-04,Tablet,Accessories,East,Online,2,64210,128420,Credit Card,C02408
T02837,2023-09-16,Laptop,Accessories,South,Online,7,68921,482447,Cash,C01275
T02838,2023-01-02,Monitor,Electronics,East,Online,10,51634,516340,Cash,C00458
T02839,2024-01-30,Monitor,Electronics,North,Online,6,30272,181632,UPI,C01621
T02840,2024-10-03,Keyboard,Electronics,East,Online,8,14405,115240,Credit Card,C00586
T02841,2023-06-09,Keyboard,Accessories,North,Offline,10,47137,471370,UPI,C01963
T02842,2024-12-08,Mouse,Accessories,East,Offline,9,48370,435330,UPI,C01068
T02843,2024-09-04,Keyboard,Accessories,North,Offline,7,33617,235319,Cash,C01620
T02844,2023-10-06,Monitor,Electronics,East,Online,10,33709,337090,Cash,C01204
T02845,2023-03-01,Headphones,Accessories,West,Online,1,34380,34380,Net Banking,C00768
T02846,2024-03-20,Headphones,Accessories,East,Online,9,10409,93681,Credit Card,C02895
T02847,2024-12-21,Mobile,Electronics,North,Offline,4,39861,159444,Credit Card,C02538
T02848,2023-11-16,Headphones,Electronics,South,Online,8,36905,295240,Credit Card,C01261
T02849,2024-01-11,Keyboard,Electronics,South,Offline,3,58092,174276,Credit Card,C01855
T02850,2024-08-10,Headphones,Accessories,South,Online,6,908,5448,Net Banking,C02080
T02851,2024-12-03,Mobile,Electronics,North,Offline,3,69077,207231,Net Banking,C02570
T02852,2023-08-16,Monitor,Accessories,East,Offline,9,58089,522801,Credit Card,C01149
T02853,2023-10-02,Keyboard,Electronics,North,Offline,9,79661,716949,Credit Card,C00684
T02854,2024-10-10,Headphones,Electronics,North,Offline,6,25145,150870,Credit Card,C00869
T02855,2024-09-28,Laptop,Accessories,West,Offline,1,72483,72483,Net Banking,C00208
T02856,2023-03-25,Mobile,Electronics,West,Online,10,6428,64280,Net Banking,C02429
T02857,2024-10-31,Headphones,Electronics,North,Online,7,10450,73150,Credit Card,C02794
T02858,2023-02-28,Monitor,Electronics,East,Offline,2,15985,31970,Credit Card,C00478
T02859,2024-02-14,Tablet,Electronics,East,Online,4,67326,269304,Cash,C02110
T02860,2023-06-07,Mouse,Accessories,North,Offline,10,74422,744220,Net Banking,C00946
T02861,2023-01-20,Laptop,Electronics,South,Online,5,44910,224550,Net Banking,C00073
T02862,2023-04-14,Headphones,Accessories,West,Offline,3,59116,177348,Net Banking,C01219
T02863,2024-07-27,Monitor,Electronics,East,Online,8,76010,608080,Credit Card,C00127
T02864,2023-03-04,Mobile,Accessories,East,Online,8,6936,55488,UPI,C01286
T02865,2023-09-04,Mobile,Electronics,South,Online,8,53758,430064,Cash,C00833
T02866,2023-01-07,Mouse,Electronics,West,Online,9,37195,334755,UPI,C01597
T02867,2023-08-28,Monitor,Accessories,East,Online,5,33548,167740,Net Banking,C02675
T02868,2024-07-02,Headphones,Accessories,North,Online,10,61791,617910,UPI,C01531
T02869,2023-10-04,Mobile,Electronics,East,Online,2,32728,65456,Credit Card,C01285
T02870,2024-08-06,Mouse,Accessories,West,Online,2,21328,42656,Cash,C02130
T02871,2023-01-29,Laptop,Accessories,West,Online,4,77776,311104,Net Banking,C01099
T02872,2024-12-30,Keyboard,Electronics,South,Offline,3,7201,21603,UPI,C00452
T02873,2024-08-09,Headphones,Electronics,South,Offline,1,60339,60339,Net Banking,C02740
T02874,2024-02-17,Printer,Electronics,West,Offline,3,77331,231993,Net Banking,C01017
T02875,2023-04-08,Laptop,Accessories,North,Offline,7,30376,212632,Cash,C01323
T02876,2023-02-21,Printer,Accessories,East,Offline,9,59847,538623,Cash,C01115
T02877,2023-03-06,Keyboard,Accessories,North,Offline,2,16691,33382,UPI,C01112
T02878,2024-01-03,Mobile,Accessories,West,Offline,1,7958,7958,Credit Card,C00023
T02879,2024-02-03,Keyboard,Electronics,West,Online,2,42207,84414,UPI,C01246
T02880,2023-11-23,Laptop,Electronics,West,Offline,3,27271,81813,Cash,C01387
T02881,2024-01-26,Monitor,Electronics,West,Online,5,41375,206875,Net Banking,C01683
T02882,2024-05-29,Laptop,Electronics,South,Offline,6,66353,398118,Net Banking,C02296
T02883,2023-03-12,Tablet,Electronics,North,Online,4,69134,276536,Credit Card,C00441
T02884,2024-09-14,Keyboard,Electronics,North,Offline,10,69820,698200,Cash,C01764
T02885,2024-04-18,Printer,Electronics,North,Online,2,65532,131064,Credit Card,C00555
T02886,2023-12-14,Mobile,Electronics,South,Online,8,42770,342160,Cash,C00642
T02887,2024-06-06,Tablet,Electronics,West,Offline,3,55195,165585,Credit Card,C02673
T02888,2023-12-08,Monitor,Electronics,North,Offline,9,58062,522558,UPI,C00087
T02889,2023-03-11,Tablet,Electronics,South,Online,3,49373,148119,Cash,C01558
T02890,2024-08-09,Keyboard,Electronics,West,Offline,7,8219,57533,Net Banking,C02454
T02891,2023-02-24,Headphones,Electronics,East,Online,2,65912,131824,UPI,C01118
T02892,2023-09-04,Tablet,Accessories,West,Online,6,18858,113148,UPI,C02132
T02893,2024-01-10,Headphones,Electronics,South,Offline,9,70133,631197,Credit Card,C01751
T02894,2023-03-10,Mouse,Accessories,North,Offline,9,31632,284688,Cash,C02127
T02895,2023-02-25,Keyboard,Accessories,East,Offline,6,64011,384066,UPI,C01380
T02896,2023-03-11,Printer,Accessories,North,Offline,7,49212,344484,Credit Card,C01273
T02897,2023-12-31,Printer,Accessories,South,Online,3,62432,187296,UPI,C00782
T02898,2024-04-27,Monitor,Electronics,South,Offline,6,61245,367470,UPI,C02630
T02899,2023-02-24,Tablet,Accessories,South,Offline,1,77879,77879,Cash,C01031
T02900,2024-09-14,Headphones,Electronics,South,Offline,1,16443,16443,Cash,C00584
T02901,2024-06-26,Laptop,Accessories,West,Offline,3,60507,181521,UPI,C02620
T02902,2023-03-14,Keyboard,Accessories,East,Online,3,43647,130941,Credit Card,C01940
T02903,2024-12-25,Tablet,Electronics,West,Online,1,26525,26525,Net Banking,C00883
T02904,2023-06-16,Keyboard,Electronics,North,Offline,4,54390,217560,Cash,C01135
T02905,2023-09-28,Printer,Accessories,East,Offline,3,72746,218238,Net Banking,C00514
T02906,2023-03-30,Tablet,Accessories,South,Offline,1,2911,2911,Cash,C01217
T02907,2024-08-07,Headphones,Electronics,South,Offline,2,59179,118358,Net Banking,C01987
T02908,2024-11-26,Printer,Accessories,North,Online,5,42312,211560,Net Banking,C02212
T02909,2024-07-08,Printer,Accessories,North,Online,10,38365,383650,UPI,C01722
T02910,2023-07-26,Printer,Accessories,North,Offline,2,55270,110540,Net Banking,C02076
T02911,2023-12-06,Tablet,Electronics,East,Online,9,9473,85257,UPI,C02708
T02912,2023-07-24,Monitor,Electronics,North,Offline,7,65346,457422,Credit Card,C01545
T02913,2023-07-16,Headphones,Electronics,South,Online,4,41139,164556,Net Banking,C02583
T02914,2023-10-10,Laptop,Accessories,West,Online,2,76212,152424,UPI,C01109
T02915,2023-06-05,Tablet,Electronics,South,Offline,10,67113,671130,UPI,C02988
T02916,2023-10-06,Printer,Accessories,East,Online,8,53612,428896,Credit Card,C00808
T02917,2024-11-10,Monitor,Electronics,North,Online,4,53173,212692,Cash,C01572
T02918,2024-11-05,Mouse,Electronics,West,Online,4,25804,103216,Credit Card,C01639
T02919,2023-09-21,Tablet,Accessories,West,Online,4,31913,127652,Cash,C01141
T02920,2024-07-15,Laptop,Accessories,North,Online,8,31650,253200,Cash,C02762
T02921,2024-04-19,Mobile,Electronics,South,Online,1,70415,70415,Credit Card,C00582
T02922,2023-02-24,Mouse,Electronics,North,Offline,6,18552,111312,Net Banking,C01840
T02923,2024-12-28,Tablet,Electronics,East,Offline,4,18857,75428,UPI,C01394
T02924,2024-02-19,Mobile,Electronics,East,Online,1,64465,64465,UPI,C01414
T02925,2023-06-29,Headphones,Accessories,South,Offline,9,16690,150210,Credit Card,C00835
T02926,2023-06-23,Printer,Accessories,South,Offline,8,25815,206520,UPI,C01988
T02927,2024-02-25,Monitor,Electronics,South,Offline,6,14463,86778,Cash,C01440
T02928,2023-10-22,Tablet,Accessories,South,Offline,3,12347,37041,UPI,C02258
T02929,2024-07-04,Keyboard,Accessories,North,Offline,3,22354,67062,Net Banking,C01633
T02930,2023-04-30,Tablet,Accessories,West,Offline,10,13499,134990,Cash,C01078
T02931,2023-01-23,Laptop,Accessories,East,Offline,5,60719,303595,Net Banking,C02962
T02932,2024-12-05,Mouse,Accessories,South,Online,6,32112,192672,Cash,C00022
T02933,2024-11-15,Monitor,Electronics,South,Online,1,32059,32059,UPI,C02796
T02934,2024-06-18,Tablet,Electronics,North,Online,8,77346,618768,Credit Card,C01623
T02935,2024-10-25,Mouse,Accessories,North,Offline,10,54362,543620,UPI,C00942
T02936,2024-11-12,Mouse,Electronics,North,Offline,10,32975,329750,UPI,C02248
T02937,2024-03-13,Keyboard,Accessories,East,Online,10,72003,720030,Net Banking,C01564
T02938,2023-12-02,Headphones,Accessories,East,Online,2,40434,80868,Net Banking,C02540
T02939,2024-08-15,Laptop,Electronics,South,Offline,8,50748,405984,Credit Card,C00731
T02940,2024-11-17,Printer,Accessories,North,Online,10,48559,485590,UPI,C01466
T02941,2023-01-11,Mobile,Accessories,South,Online,6,60074,360444,Credit Card,C01394
T02942,2023-12-13,Keyboard,Accessories,West,Offline,8,48379,387032,Credit Card,C01132
T02943,2024-03-17,Printer,Electronics,East,Offline,1,51006,51006,Cash,C00899
T02944,2023-01-03,Printer,Accessories,North,Online,1,35563,35563,Cash,C02967
T02945,2024-11-02,Mouse,Accessories,West,Offline,10,23356,233560,Cash,C02681
T02946,2023-01-12,Mobile,Electronics,East,Offline,4,25405,101620,Net Banking,C02999
T02947,2024-05-06,Monitor,Electronics,South,Offline,5,41749,208745,Credit Card,C00346
T02948,2023-07-28,Headphones,Electronics,East,Offline,1,2885,2885,Credit Card,C00639
T02949,2023-06-13,Monitor,Electronics,North,Online,8,36233,289864,UPI,C02868
T02950,2023-01-23,Mobile,Accessories,South,Online,9,23093,207837,UPI,C02070
T02951,2023-03-25,Tablet,Electronics,West,Online,8,45732,365856,Credit Card,C00748
T02952,2024-07-03,Mouse,Electronics,East,Online,10,36665,366650,Cash,C01856
T02953,2023-09-25,Mobile,Electronics,South,Offline,7,26030,182210,Credit Card,C02114
T02954,2023-02-28,Keyboard,Electronics,North,Offline,3,12757,38271,UPI,C00617
T02955,2024-02-03,Mouse,Electronics,South,Online,1,57524,57524,Credit Card,C01989
T02956,2024-08-06,Printer,Accessories,West,Offline,5,50631,253155,Cash,C01857
T02957,2024-09-13,Headphones,Electronics,East,Online,1,58120,58120,Cash,C00031
T02958,2024-04-09,Mobile,Accessories,West,Online,10,31563,315630,UPI,C00078
T02959,2023-03-20,Headphones,Accessories,South,Online,4,45699,182796,Net Banking,C00546
T02960,2024-07-23,Laptop,Accessories,North,Offline,6,56210,337260,UPI,C00769
T02961,2023-10-01,Laptop,Electronics,East,Offline,3,8381,25143,UPI,C01827
T02962,2023-07-30,Mouse,Accessories,South,Online,3,28406,85218,Net Banking,C01244
T02963,2024-05-09,Monitor,Electronics,East,Online,9,77716,699444,UPI,C01966
T02964,2023-08-24,Printer,Electronics,West,Online,2,69009,138018,UPI,C01286
T02965,2023-05-20,Headphones,Accessories,South,Offline,7,16109,112763,Credit Card,C01688
T02966,2024-11-28,Tablet,Electronics,West,Offline,4,1078,4312,Cash,C02962
T02967,2023-10-12,Laptop,Electronics,West,Online,8,44745,357960,UPI,C00644
T02968,2024-07-24,Printer,Electronics,South,Online,7,20806,145642,Credit Card,C02281
T02969,2023-12-03,Monitor,Accessories,South,Online,2,65001,130002,Credit Card,C01113
T02970,2023-12-01,Keyboard,Electronics,South,Offline,10,11639,116390,Credit Card,C00375
T02971,2024-08-09,Monitor,Accessories,North,Offline,10,41954,419540,UPI,C01424
T02972,2023-06-06,Mouse,Electronics,West,Online,6,76245,457470,Net Banking,C01658
T02973,2023-02-24,Headphones,Electronics,West,Online,7,45273,316911,Cash,C01069
T02974,2023-10-11,Keyboard,Accessories,North,Offline,2,7208,14416,UPI,C02936
T02975,2024-08-30,Laptop,Accessories,East,Online,9,18564,167076,Cash,C01852
T02976,2024-04-21,Laptop,Accessories,North,Online,10,66888,668880,Credit Card,C01599
T02977,2024-04-24,Tablet,Accessories,East,Offline,2,8889,17778,Credit Card,C01905
T02978,2024-12-11,Headphones,Accessories,South,Offline,9,77758,699822,Cash,C02868
T02979,2023-01-14,Laptop,Electronics,East,Offline,3,30688,92064,Net Banking,C02353
T02980,2023-02-17,Headphones,Electronics,South,Offline,2,61077,122154,Cash,C00142
T02981,2023-06-25,Mouse,Accessories,East,Online,9,33786,304074,Net Banking,C02460
T02982,2023-12-05,Keyboard,Electronics,West,Online,1,21271,21271,Cash,C02750
T02983,2023-06-06,Mobile,Accessories,North,Offline,1,9363,9363,Cash,C00513
T02984,2023-04-05,Tablet,Accessories,North,Online,6,19196,115176,UPI,C00689
T02985,2023-04-24,Tablet,Accessories,South,Offline,1,64957,64957,Credit Card,C01215
T02986,2024-12-31,Laptop,Electronics,North,Online,1,837,837,Credit Card,C00887
T02987,2023-06-30,Monitor,Electronics,East,Online,3,40220,120660,UPI,C01581
T02988,2024-06-13,Mouse,Electronics,East,Offline,9,23969,215721,Credit Card,C01046
T02989,2023-06-05,Mouse,Electronics,East,Offline,4,45590,182360,Cash,C02961
T02990,2023-02-11,Headphones,Electronics,East,Online,6,45169,271014,Cash,C00294
T02991,2023-02-02,Monitor,Electronics,East,Offline,4,14237,56948,UPI,C01200
T02992,2023-10-24,Mobile,Electronics,West,Offline,9,24365,219285,Net Banking,C00387
T02993,2023-10-05,Mobile,Accessories,South,Offline,7,28602,200214,Net Banking,C01382
T02994,2024-02-14,Tablet,Electronics,West,Online,7,16077,112539,UPI,C02250
T02995,2023-05-23,Mouse,Electronics,South,Online,2,75052,150104,Net Banking,C00592
T02996,2024-08-13,Tablet,Electronics,East,Offline,2,7864,15728,Credit Card,C01295
T02997,2023-06-16,Tablet,Electronics,East,Offline,2,62536,125072,UPI,C01684
T02998,2023-10-02,Tablet,Accessories,East,Online,2,10615,21230,UPI,C01922
T02999,2023-04-10,Monitor,Accessories,South,Offline,9,20977,188793,Net Banking,C02592
T03000,2024-01-11,Headphones,Accessories,North,Online,3,16904,50712,Cash,C00501
T03001,2024-10-14,Headphones,Accessories,North,Online,7,30767,215369,UPI,C02126
T03002,2023-03-07,Printer,Accessories,South,Online,6,50239,301434,UPI,C00298
T03003,2023-02-14,Mouse,Accessories,South,Offline,9,78939,710451,UPI,C00139
T03004,2023-08-02,Headphones,Electronics,North,Offline,8,25243,201944,Net Banking,C02213
T03005,2024-08-08,Printer,Electronics,South,Offline,4,7487,29948,Credit Card,C00584
T03006,2024-01-06,Mouse,Accessories,East,Online,10,52181,521810,Cash,C00842
T03007,2023-08-19,Mouse,Accessories,East,Offline,3,25179,75537,Cash,C00474
T03008,2023-05-30,Monitor,Electronics,West,Online,1,63044,63044,Cash,C00705
T03009,2023-09-16,Keyboard,Electronics,South,Online,3,28035,84105,Cash,C01336
T03010,2023-01-05,Monitor,Electronics,South,Offline,1,49181,49181,Net Banking,C02557
T03011,2024-03-19,Mobile,Accessories,East,Offline,8,51908,415264,Cash,C01337
T03012,2023-01-07,Mouse,Electronics,North,Online,6,50302,301812,Credit Card,C01088
T03013,2024-03-30,Tablet,Electronics,East,Online,5,39295,196475,UPI,C02767
T03014,2024-11-29,Mouse,Accessories,South,Online,10,49608,496080,Credit Card,C02379
T03015,2023-12-26,Keyboard,Accessories,North,Online,7,49858,349006,Cash,C00417
T03016,2023-01-14,Mouse,Accessories,North,Offline,5,72560,362800,Cash,C01431
T03017,2024-01-17,Printer,Accessories,North,Offline,2,46218,92436,UPI,C02669
T03018,2024-11-14,Mobile,Electronics,West,Offline,1,24000,24000,Net Banking,C00380
T03019,2024-05-01,Mobile,Accessories,East,Online,3,6327,18981,Net Banking,C01253
T03020,2024-10-22,Tablet,Electronics,North,Online,1,57821,57821,UPI,C02223
T03021,2024-05-28,Headphones,Electronics,West,Online,6,18914,113484,Credit Card,C01057
T03022,2024-12-06,Keyboard,Accessories,South,Online,10,25991,259910,UPI,C01294
T03023,2024-01-25,Keyboard,Accessories,East,Online,9,24490,220410,Net Banking,C00341
T03024,2024-07-24,Keyboard,Electronics,North,Offline,7,8558,59906,UPI,C02753
T03025,2024-12-20,Mobile,Accessories,South,Online,8,16937,135496,Cash,C00766
T03026,2024-11-01,Tablet,Accessories,East,Online,5,15619,78095,UPI,C01369
T03027,2023-01-20,Monitor,Accessories,North,Online,6,12182,73092,Credit Card,C02476
T03028,2024-10-26,Headphones,Electronics,North,Offline,5,15188,75940,Cash,C02026
T03029,2024-05-01,Tablet,Electronics,South,Offline,4,63481,253924,Cash,C01861
T03030,2024-05-12,Laptop,Electronics,North,Offline,7,32477,227339,Net Banking,C01440
T03031,2024-05-13,Mouse,Electronics,South,Offline,2,31723,63446,Credit Card,C01987
T03032,2024-02-25,Monitor,Electronics,South,Online,8,22536,180288,Credit Card,C02882
T03033,2023-12-11,Laptop,Electronics,South,Offline,10,2303,23030,Credit Card,C00458
T03034,2024-11-04,Headphones,Accessories,South,Online,6,7580,45480,Credit Card,C01173
T03035,2024-08-24,Tablet,Accessories,West,Offline,3,60814,182442,Cash,C01420
T03036,2024-07-29,Mobile,Electronics,East,Offline,8,72570,580560,UPI,C01332
T03037,2023-07-05,Printer,Electronics,South,Online,10,60501,605010,UPI,C02826
T03038,2023-03-28,Mouse,Accessories,North,Offline,2,28846,57692,Cash,C00449
T03039,2023-05-23,Printer,Electronics,East,Offline,4,34467,137868,Cash,C01390
T03040,2024-10-21,Mobile,Accessories,West,Online,7,36412,254884,Cash,C01421
T03041,2024-02-22,Mouse,Accessories,West,Online,9,7181,64629,Net Banking,C01975
T03042,2024-01-25,Keyboard,Electronics,East,Online,4,50427,201708,Credit Card,C01580
T03043,2023-06-24,Keyboard,Electronics,South,Online,2,33595,67190,Cash,C00601
T03044,2024-11-13,Monitor,Electronics,South,Offline,5,43581,217905,Net Banking,C01874
T03045,2023-07-20,Laptop,Accessories,East,Online,3,26512,79536,Net Banking,C00853
T03046,2024-04-18,Tablet,Accessories,West,Online,5,68636,343180,Credit Card,C00475
T03047,2024-02-06,Mouse,Accessories,North,Offline,4,9109,36436,Net Banking,C01355
T03048,2023-06-09,Mouse,Electronics,North,Online,9,55161,496449,Credit Card,C00264
T03049,2024-06-28,Tablet,Accessories,North,Online,10,36008,360080,Cash,C02529
T03050,2023-12-14,Monitor,Electronics,South,Offline,4,21907,87628,UPI,C01802
T03051,2023-12-17,Printer,Accessories,West,Online,10,1562,15620,Credit Card,C01515
T03052,2024-05-29,Mouse,Electronics,South,Online,8,7416,59328,Credit Card,C02130
T03053,2024-05-16,Printer,Electronics,South,Online,5,42073,210365,Cash,C01312
T03054,2023-05-30,Keyboard,Accessories,East,Online,7,4390,30730,UPI,C00901
T03055,2023-07-29,Printer,Accessories,North,Offline,1,22381,22381,UPI,C00509
T03056,2024-11-09,Mobile,Accessories,North,Offline,2,38634,77268,Credit Card,C00138
T03057,2023-11-30,Monitor,Accessories,North,Offline,2,59563,119126,Credit Card,C00498
T03058,2024-02-27,Keyboard,Electronics,West,Offline,8,78778,630224,Cash,C01313
T03059,2023-11-30,Keyboard,Accessories,East,Offline,5,28521,142605,UPI,C02372
T03060,2024-03-29,Headphones,Accessories,South,Online,4,19175,76700,Credit Card,C01510
T03061,2023-11-21,Keyboard,Accessories,South,Online,9,14536,130824,Net Banking,C02088
T03062,2023-12-12,Laptop,Electronics,West,Online,4,60967,243868,Credit Card,C00631
T03063,2024-06-10,Keyboard,Electronics,West,Online,6,72080,432480,Cash,C01723
T03064,2024-06-21,Laptop,Electronics,East,Offline,6,30644,183864,Credit Card,C02659
T03065,2024-05-01,Laptop,Accessories,North,Online,1,44947,44947,Net Banking,C02711
T03066,2024-03-09,Headphones,Electronics,South,Online,2,76943,153886,Credit Card,C00359
T03067,2023-07-31,Tablet,Electronics,North,Online,8,43889,351112,Net Banking,C01346
T03068,2023-10-09,Headphones,Electronics,South,Online,9,57735,519615,UPI,C01321
T03069,2023-06-04,Printer,Electronics,West,Offline,9,12237,110133,UPI,C01659
T03070,2024-10-11,Tablet,Electronics,West,Offline,1,9462,9462,UPI,C01690
T03071,2023-01-11,Keyboard,Accessories,South,Online,7,3251,22757,Cash,C01250
T03072,2023-06-03,Laptop,Accessories,West,Online,8,19741,157928,Net Banking,C01672
T03073,2024-04-21,Laptop,Electronics,North,Online,8,23152,185216,UPI,C01322
T03074,2023-10-12,Monitor,Electronics,North,Online,6,15353,92118,Net Banking,C00977
T03075,2024-01-19,Keyboard,Accessories,East,Offline,6,65036,390216,UPI,C00821
T03076,2024-11-19,Mobile,Electronics,East,Offline,2,17850,35700,Net Banking,C02542
T03077,2024-01-22,Monitor,Accessories,West,Offline,6,39646,237876,Net Banking,C00546
T03078,2023-08-11,Tablet,Accessories,North,Online,9,4784,43056,UPI,C02877
T03079,2023-06-08,Printer,Accessories,West,Offline,8,17576,140608,Net Banking,C00409
T03080,2023-10-31,Mobile,Electronics,East,Offline,2,65607,131214,Net Banking,C02284
T03081,2024-08-19,Mouse,Electronics,East,Offline,9,55798,502182,Net Banking,C00222
T03082,2023-07-02,Mobile,Accessories,West,Online,9,73755,663795,UPI,C01137
T03083,2024-05-03,Keyboard,Accessories,West,Online,2,20417,40834,Credit Card,C02990
T03084,2024-11-18,Printer,Accessories,East,Online,3,51653,154959,Credit Card,C00172
T03085,2023-12-29,Laptop,Electronics,West,Online,7,71795,502565,Credit Card,C00612
T03086,2024-04-06,Mouse,Accessories,South,Offline,5,48401,242005,Credit Card,C01984
T03087,2024-10-18,Mouse,Accessories,North,Online,7,40536,283752,Net Banking,C00295
T03088,2023-03-23,Keyboard,Accessories,West,Offline,9,8865,79785,Cash,C02968
T03089,2024-09-02,Headphones,Accessories,East,Online,8,51574,412592,Cash,C00473
T03090,2024-09-14,Mouse,Electronics,South,Online,9,6089,54801,Cash,C01237
T03091,2024-09-21,Mobile,Accessories,North,Offline,10,41902,419020,Cash,C02234
T03092,2023-08-23,Printer,Electronics,East,Offline,4,7202,28808,Net Banking,C02643
T03093,2023-01-12,Laptop,Accessories,North,Offline,1,71754,71754,Cash,C00713
T03094,2023-10-16,Mobile,Accessories,West,Offline,2,2095,4190,UPI,C01799
T03095,2024-05-19,Tablet,Accessories,West,Online,2,65961,131922,Credit Card,C01011
T03096,2023-12-13,Tablet,Electronics,East,Offline,4,20213,80852,Credit Card,C02736
T03097,2023-06-11,Keyboard,Accessories,West,Offline,7,30600,214200,Credit Card,C02718
T03098,2024-09-03,Tablet,Accessories,South,Online,10,33168,331680,UPI,C00268
T03099,2023-08-28,Mouse,Accessories,South,Online,1,24150,24150,Credit Card,C02156
T03100,2024-10-09,Tablet,Electronics,West,Online,8,35303,282424,Credit Card,C01143
T03101,2024-04-03,Mouse,Electronics,West,Offline,7,64768,453376,UPI,C02259
T03102,2023-08-12,Headphones,Accessories,East,Online,9,5883,52947,Credit Card,C01246
T03103,2023-02-08,Headphones,Accessories,West,Offline,3,17722,53166,UPI,C00004
T03104,2024-02-26,Laptop,Accessories,West,Offline,6,68835,413010,Net Banking,C02692
T03105,2023-12-04,Printer,Electronics,North,Offline,4,19535,78140,Net Banking,C01817
T03106,2024-05-29,Monitor,Electronics,North,Online,8,33382,267056,UPI,C00536
T03107,2024-10-24,Mobile,Electronics,North,Online,7,2611,18277,Cash,C01508
T03108,2023-10-18,Mobile,Accessories,East,Online,4,71137,284548,Net Banking,C01256
T03109,2023-05-12,Printer,Electronics,North,Offline,10,24897,248970,Net Banking,C00686
T03110,2024-01-11,Monitor,Accessories,East,Online,10,76839,768390,UPI,C02322
T03111,2024-09-20,Keyboard,Electronics,East,Offline,1,68625,68625,Credit Card,C02686
T03112,2023-03-03,Monitor,Accessories,South,Offline,1,30882,30882,Net Banking,C01267
T03113,2023-06-04,Tablet,Electronics,East,Offline,5,69227,346135,Credit Card,C02202
T03114,2023-02-11,Laptop,Accessories,West,Offline,1,41351,41351,Net Banking,C02053
T03115,2024-02-23,Tablet,Electronics,West,Online,9,78260,704340,Net Banking,C01443
T03116,2023-08-14,Keyboard,Accessories,East,Offline,5,77247,386235,Net Banking,C00061
T03117,2024-07-17,Mouse,Electronics,East,Online,7,42522,297654,Credit Card,C02413
T03118,2023-09-20,Headphones,Accessories,North,Online,10,64254,642540,Net Banking,C02770
T03119,2023-05-16,Headphones,Accessories,South,Offline,4,76545,306180,UPI,C01924
T03120,2023-05-25,Mobile,Accessories,South,Online,4,5163,20652,Net Banking,C00917
T03121,2024-12-10,Monitor,Electronics,East,Offline,9,36862,331758,UPI,C00647
T03122,2023-09-13,Tablet,Accessories,South,Online,8,59889,479112,Cash,C01078
T03123,2023-06-06,Monitor,Electronics,North,Online,2,41447,82894,UPI,C02022
T03124,2024-03-08,Mobile,Accessories,West,Online,7,19468,136276,Cash,C02064
T03125,2023-01-19,Headphones,Accessories,South,Online,10,55897,558970,Cash,C02146
